number,name,diameter_km,H,G,epoch_tdb,e,a,i,node,peri,M,class,soln_date,U
165,Loreley,180.083,7.81,,2461200.5,.08347604104513139,3.126368627515765,11.23378822280011,302.4265716866919,344.3638518837465,51.00566015499238,MBA,2026-06-05,0
166,Rhodope,52.393,9.88,,2461200.5,.2101602299296579,2.686818657166789,12.02322341378547,128.8704016810998,264.1727145237805,321.5453968754002,MBA,2026-06-05,0
167,Urda,39.935,9.37,,2461200.5,.03698082873557289,2.853218056384703,2.21774477606063,166.0890938677764,126.9223095084228,59.86468461471897,MBA,2026-03-11,0
168,Sibylla,145.366,8.27,,2461200.5,.07424907182961114,3.371287705682008,4.671785024271663,205.9051137262229,176.7555587933812,21.06772189573001,OMB,2026-06-05,0
169,Zelia,37.517,9.54,,2461200.5,.1302119559242313,2.359660746073829,5.501351078632164,354.6586181973414,335.2752827364041,149.048546960308,MBA,2026-06-05,0
170,Maria,33.136,9.31,,2461200.5,.06137405149116324,2.554397521842141,14.36228121497692,301.1801646529909,158.9262187795727,237.8198914478117,MBA,2026-03-11,0
171,Ophelia,130.808,8.63,,2461200.5,.1329120246743523,3.128731815590013,2.546986522737971,100.4701547909211,55.20907133600928,293.6356337424426,MBA,2026-06-05,0
172,Baucis,62.43,8.72,,2461200.5,.1140114923014671,2.379380017162703,10.01618771882168,331.8897088459245,359.1697076745333,62.02845732530777,MBA,2026-06-05,0
173,Ino,125.821,7.91,0.01,2461200.5,.209339576630229,2.742154041704229,14.19455156979954,148.1188126103644,228.5349012166511,238.8317763992236,MBA,2026-06-05,0
174,Phaedra,64.849,8.39,,2461200.5,.1455435621579735,2.858667098105092,12.10472727726336,327.2630817717011,291.0048153386912,342.0197123597039,MBA,2026-06-05,0
175,Andromache,94.532,8.61,,2461200.5,.2314459285632929,3.187431848897086,3.21725353999437,21.28015797666862,319.6178984198959,300.9593170913049,MBA,2026-06-05,0
176,Iduna,106.976,8.41,,2461200.5,.1726083627013131,3.181883620360189,22.67315543784704,200.4009662178004,189.1771658573777,69.43398393062876,MBA,2026-06-05,0
177,Irma,69.049,9.62,,2461200.5,.2352296067858394,2.771792619492741,1.382160583691611,346.8715818270107,39.72529364959462,89.90996231364592,MBA,2026-06-05,0
178,Belisana,35.81,9.49,,2461200.5,.04251994430490243,2.460213290171772,1.890673408834675,51.04530151171851,214.4782424897746,317.1100832288746,MBA,2026-06-05,0
179,Klytaemnestra,69.946,8.26,,2461200.5,.1091482774996442,2.972481378957661,7.817623209997119,251.8202743689489,104.5176256363833,50.14774352652098,MBA,2026-06-05,0
180,Garumna,23.440,10.31,,2461200.5,.1685523927292642,2.72174515328481,.8679590326046414,311.8049314105658,175.6160298379908,12.59996613027066,MBA,2026-06-05,0
181,Eucharis,115.383,8.06,,2461200.5,.2083992490730906,3.12288498067455,18.90137706269748,142.9853295604601,319.025496637418,314.268495880367,MBA,2026-06-05,0
182,Elsa,39.520,9.08,,2461200.5,.18638132289276,2.416302570168533,2.005586886577899,107.1630451403192,310.5816225864776,244.868416941321,MBA,2026-06-05,0
183,Istria,32.927,9.47,,2461200.5,.3480727569969284,2.794660449566946,26.39519219609129,141.8277286180428,264.1355683853901,334.80579753707,MBA,2026-06-05,0
184,Dejopeja,62.483,8.37,,2461200.5,.05891129805024486,3.190580968954296,1.129889028526135,330.1455712556042,218.48031499,14.08252317754499,MBA,2026-06-05,0
185,Eunike,160.464,7.62,,2461200.5,.1267587955541568,2.738160022732707,23.25300863917084,153.7363663074072,224.0467098810498,30.42495250557537,MBA,2026-06-05,0
186,Celuta,49.99,9.07,,2461200.5,.1498941726562055,2.362634946485087,13.18544512722696,14.61210642225909,315.9931358820948,172.3825868569321,MBA,2026-06-05,0
187,Lamberta,147.294,8.37,,2461200.5,.2382561390460275,2.732373201003783,10.56604715623773,21.55741992768484,196.5763852432977,285.3425026193545,MBA,2026-06-05,0
188,Menippe,35.752,9.31,,2461200.5,.1785362675188525,2.761757176734319,11.70242350368548,240.8093100853289,69.63164189413415,40.50200783728975,MBA,2026-03-11,0
189,Phthia,38.490,9.37,,2461200.5,.03741431434730561,2.449932439699511,5.17370460399575,203.2661726281199,169.0157603212567,180.9674432410679,MBA,2026-06-05,0
190,Ismene,159,7.88,,2461200.5,.1681607117400313,3.995048995994104,6.174984080843006,175.3845738734112,271.5044749563131,220.1670967820141,OMB,2026-06-05,0
191,Kolga,94.536,9.09,,2461200.5,.08687806128451327,2.896107071144717,11.52231377730566,159.1644636348297,226.6821930112836,326.7569891210987,MBA,2026-06-05,0
192,Nausikaa,98.776,7.21,0.03,2461200.5,.2451732728181147,2.403355374298034,6.795704081989848,343.0703767802622,30.57689050436031,326.2748976479749,MBA,2026-06-05,0
193,Ambrosia,26.302,9.77,,2461200.5,.2983283622178188,2.598133139968438,11.99719307551206,349.4658779612763,82.50054447832643,96.71027374613445,MBA,2026-06-05,0
194,Prokne,161.667,7.83,,2461200.5,.2374715291764497,2.618623671635721,18.53457864623753,159.1217336077691,163.6792449664542,160.4336395903178,MBA,2026-06-05,0
195,Eurykleia,93.109,9.22,,2461200.5,.03873965922666973,2.878469280788345,6.954773288216042,6.867509224464888,118.6757716782259,120.7640363775426,MBA,2026-06-05,0
196,Philomela,144.626,6.72,,2461200.5,.01260691488063637,3.118120603333123,7.254490018528673,72.2783610230761,207.7890572063868,190.0824509378419,MBA,2026-06-05,0
197,Arete,31.729,9.55,,2461200.5,.1623676076102024,2.739290696469455,8.789235002054957,81.56149315681525,246.0199540377047,83.55954908745366,MBA,2026-06-05,0
198,Ampella,54.323,8.53,,2461200.5,.2271493149052121,2.459140757910368,9.322740684892691,268.2010135190994,89.01909210735765,330.9553547639989,MBA,2026-06-05,0
199,Byblis,76.129,8.52,,2461200.5,.1835643919559083,3.162577906128196,15.47878960816842,88.41851019745823,179.4019995006922,357.7730965007104,MBA,2026-06-05,0
200,Dynamene,128.301,8.45,,2461200.5,.1340575363289697,2.738286227676037,6.903057107185616,324.2085089823162,87.11827909777665,71.78781100183524,MBA,2026-06-05,0
201,Penelope,85.877,8.55,0.24,2461200.5,.1811029190104135,2.678929435216248,5.767331842021623,156.7557204649798,181.5404462540709,167.9089667470624,MBA,2026-06-05,0
202,Chryseis,86.15,7.67,,2461200.5,.1053416040614296,3.068485811098665,8.853383313715263,136.7013609430068,359.5002577048005,312.794540920084,MBA,2026-06-05,0
203,Pompeja,124.592,8.92,,2461200.5,.06129968124555099,2.736809227095952,3.173608918041065,347.578467693319,59.36431286462234,108.8748566524849,MBA,2026-06-05,0
204,Kallisto,48.566,8.97,,2461200.5,.1761360228993352,2.669694678755778,8.271082956508137,204.8954080243701,56.98948462775253,321.5703764847842,MBA,2026-06-05,0
205,Martha,76.983,9.42,,2461200.5,.03573457425340579,2.777480416354358,10.70521968116349,211.7156835351781,171.3166650018574,250.9828469952901,MBA,2026-06-05,0
206,Hersilia,113,8.92,,2461200.5,.04104628199740332,2.741835405706276,3.783117431432501,144.9739685725413,301.3357678242128,49.32038903459684,MBA,2026-06-05,0
207,Hedda,57.880,10.25,,2461200.5,.02845305814240496,2.283710213555676,3.799741564048579,29.0787874476492,193.4573673875674,342.4618920604964,MBA,2026-06-05,0
208,Lacrimosa,40.056,9.26,,2461200.5,.01133238491177012,2.893281009377423,1.744027815091965,4.134676333307514,132.1206075099774,186.9499361597259,MBA,2026-03-11,0
209,Dido,179.008,8.30,,2461200.5,.0519682516472403,3.153681220435688,7.166601450653823,.4665115727066779,250.1313055294785,225.4689024842086,MBA,2026-06-05,0
210,Isabella,86.65,9.40,,2461200.5,.1230850269864822,2.722273344628685,5.258155506179885,32.54644586438058,13.86467811085029,224.7959397098432,MBA,2026-06-05,0
211,Isolda,141.125,7.97,0.12,2461200.5,.1544036451052572,3.048372917658353,3.873287837738722,263.1644241915183,173.7261611628001,207.9883813429984,MBA,2026-06-05,0
212,Medea,136.12,8.47,,2461200.5,.1027565177145571,3.11666989555811,4.277949035251677,312.8801504803125,105.891243679862,307.8640906339553,MBA,2026-06-05,0
213,Lilaea,82.096,9.09,,2461200.5,.1461558246170872,2.752694433471844,6.820674311831087,121.8404308576141,164.2666549273695,253.9510816994319,MBA,2026-06-05,0
214,Aschera,24.957,9.31,0.51,2461200.5,.03116120259534376,2.610452042718027,3.437158786040805,341.9034393900512,137.1992661741933,282.236864326728,MBA,2026-06-05,0
215,Oenone,35.210,9.57,,2461200.5,.03414123009379232,2.76912791718189,1.680164843678761,24.79476896031008,321.3406202240268,136.5734396682323,MBA,2026-06-05,0
216,Kleopatra,122,7.02,0.29,2461200.5,.2501676832686795,2.795272753074668,13.11552664581115,215.3098461839713,179.7697642293943,259.8567076625492,MBA,2026-06-05,0
217,Eudora,65.392,9.90,,2461200.5,.3096797312788988,2.868406542144566,10.51916029855729,162.562519858607,155.0526602317161,.449692867730455,MBA,2026-06-05,0
218,Bianca,60.62,8.66,0.32,2461200.5,.1147116949743747,2.669767349915683,15.20090187979054,170.4491762666027,62.35350887681565,265.4566755511522,MBA,2026-06-05,0
219,Thusnelda,37.674,9.38,,2461200.5,.2232633734064501,2.355314739475739,10.86361202667485,200.6782775485381,143.0120347438911,140.1099590071346,MBA,2026-06-05,0
220,Stephania,31.738,11.20,,2461200.5,.2571055581889053,2.348243330294586,7.595677149905623,257.8266501020404,78.54914810189995,35.48259778663297,MBA,2026-06-05,0
221,Eos,95.469,7.71,0.13,2461200.5,.1008881723322702,3.011901179820204,10.89071954273448,141.7109999877788,192.428954778228,26.70213169054731,MBA,2026-06-05,0
222,Lucia,55.350,9.60,,2461200.5,.131251247148866,3.146119774498076,2.139756928557239,80.03350344527725,186.3616893844207,259.5371065540519,MBA,2026-06-05,0
223,Rosa,79.806,9.88,,2461200.5,.1207332877969963,3.091893858207873,1.923050141829782,47.52007394578298,65.76353419874729,237.4561269350299,MBA,2026-06-05,0
224,Oceana,58.236,8.67,,2461200.5,.04474054743857372,2.644571653244725,5.84518591862509,352.7333152474341,281.48804824,108.9963520820474,MBA,2026-06-05,0
225,Henrietta,95.934,8.78,,2461200.5,.2617824329805531,3.397839347708333,20.84491348601628,197.0259880020903,103.6414733492089,7.510273917115643,OMB,2026-06-05,0
226,Weringia,31.494,9.84,,2461200.5,.2033406998734062,2.711860906520296,15.96811901765918,134.9352441183715,153.6442406079031,89.75254230981395,MBA,2026-06-05,0
227,Philosophia,123.891,9.13,,2461200.5,.1998911404383961,3.152216177277174,9.0872883899056,324.6499923520201,271.6929919846126,338.069679603923,MBA,2026-06-05,0
229,Adelinda,105.912,9.32,,2461200.5,.1359447419949875,3.42484636581469,2.076252860228289,27.84225877944128,308.7841223323345,281.0339275950004,OMB,2026-06-05,0
230,Athamantis,111.332,7.43,0.27,2461200.5,.06095147903848073,2.38196798912938,9.454974496572113,239.7622599965941,139.2120448921127,1.125766780307561,MBA,2026-06-05,0
231,Vindobona,73.545,9.71,,2461200.5,.1574660388258819,2.91857721510408,5.089559639828563,350.3061606237181,269.1117679996376,2.440347679528715,MBA,2026-06-05,0
232,Russia,54.730,10.58,,2461200.5,.1714339301913779,2.554273701028156,6.066532545041502,152.0164859164112,52.30887176245412,3.417808122889494,MBA,2026-06-05,0
233,Asterope,99.672,8.41,,2461200.5,.1016249568868832,2.658989764808634,7.690493110978877,221.9114577768026,125.8603817254516,235.6483508660239,MBA,2026-06-05,0
234,Barbara,45.476,9.11,,2461200.5,.2461538044624887,2.384535051363256,15.38436316982325,144.4336117754453,192.2883179008904,260.1298231680018,MBA,2026-06-05,0
235,Carolina,57.517,8.98,,2461200.5,.05943025625645385,2.883649466798246,9.024952228219389,65.97827762360082,208.2299360947376,184.5165867509739,MBA,2026-06-05,0
236,Honoria,77.708,8.19,-0.02,2461200.5,.1895764778825082,2.799613236854703,7.697662115587848,185.7881242410785,174.2748287463637,333.1892615163516,MBA,2026-06-05,0
237,Coelestina,41.08,9.15,,2461200.5,.07448204870825245,2.761571256673167,9.762041461091053,84.13139486368456,201.9849764950557,302.9881096970061,MBA,2026-06-05,0
238,Hypatia,155.659,8.04,,2461200.5,.09169880307119407,2.904987318593216,12.4064644836153,183.7561008007812,209.17904470228,167.752305867718,MBA,2026-06-05,0
239,Adrastea,37.609,10.50,,2461200.5,.2353513557499113,2.966202275847881,6.174419839112958,180.6013999841075,209.5343845557662,208.9267055853841,MBA,2026-06-05,0
240,Vanadis,87.928,9.13,,2461200.5,.2087531118389477,2.662791415306227,2.106272822808427,115.0478302579764,300.7031743678412,155.8494599356205,MBA,2026-06-05,0
241,Germania,168.90,7.73,,2461200.5,.1062238221152094,3.04595081398136,5.517893267694847,270.1340283488689,78.91458499098573,226.3694187506666,MBA,2026-06-05,0
242,Kriemhild,40.802,9.50,,2461200.5,.123028329626925,2.86250816775195,11.34751908568295,206.8275084546867,278.4242722358595,5.321823695075491,MBA,2026-06-05,0
243,Ida,32,10.06,,2461200.5,.04610962795708528,2.863348031699649,1.130363094271507,323.5366609419851,113.2571826848795,49.64769088009876,MBA,2026-06-05,0
245,Vera,75.949,7.95,,2461200.5,.1980283128707269,3.097182990685238,5.177513796791485,61.02336922252834,332.1220706867333,48.82797333851493,MBA,2026-06-05,0
246,Asporina,50.891,8.62,,2461200.5,.1068554103861772,2.696400672015235,15.63492262861833,162.0988661842059,97.22389883165296,254.1561832063454,MBA,2026-06-05,0
247,Eukrate,130.935,8.14,,2461200.5,.2462927112368347,2.739202983028145,24.95468204915234,.01464552479613977,55.25752760386806,137.6203580637006,MBA,2026-06-05,0
248,Lameia,50.120,10.29,,2461200.5,.06793005903958464,2.470159316487198,4.065283610446589,246.6249396443918,11.05317312764409,97.66036927473156,MBA,2026-06-05,0
249,Ilse,34.83,11.40,,2461200.5,.2177017099661658,2.377960739766381,9.625149172859834,334.6383148917907,42.32731623422394,111.8513098536631,MBA,2026-06-05,0
250,Bettina,120.995,7.68,,2461200.5,.1370845246281383,3.141462299419907,12.82164900302039,23.7862503747936,76.00795558128628,333.9982015241255,MBA,2026-06-05,0
251,Sophia,27.495,9.95,,2461200.5,.09327744450746513,3.099144571207015,10.54967205171876,155.8452170236475,289.6212471310566,226.6738266982475,MBA,2026-06-05,0
252,Clementina,65.344,9.93,,2461200.5,.06547590115168481,3.159609163814621,10.03705232543352,201.9031453246472,160.5088575538635,37.54475270525342,MBA,2026-06-05,0
253,Mathilde,52.8,10.35,,2461200.5,.2643478593847533,2.646901224932316,6.74046762132457,179.4942079651114,157.5640226350525,273.5338756003301,MBA,2026-06-05,0
255,Oppavia,56.939,10.52,,2461200.5,.07877663113312412,2.747654458185611,9.460401050270713,13.50054083777117,153.6322038181162,323.3890981150365,MBA,2026-06-05,0
256,Walpurga,66.634,9.91,,2461200.5,.06301787141352137,3.00143338951259,13.30133392322207,182.575120303569,52.06515552018089,309.2634696268459,MBA,2026-06-05,0
257,Silesia,72.66,9.68,,2461200.5,.1122966114916078,3.118550155070598,3.612298542140687,34.02427608834162,32.33596880541631,309.4640293789598,MBA,2026-06-05,0
258,Tyche,64.78,8.24,0.23,2461200.5,.2047456339452305,2.614922417994044,14.32517158673729,207.5339974603896,155.3126023696044,276.5438822372059,MBA,2026-06-05,0
259,Aletheia,174.318,7.80,,2461200.5,.1300266613611644,3.133359570842072,10.80784437684164,86.77744807834668,166.278571805952,64.00926485778794,MBA,2026-06-05,0
260,Huberta,101.539,9.28,,2461200.5,.106655634708235,3.45351477503527,6.416963125223574,164.9229335551392,179.9590793368393,305.668406680982,OMB,2026-06-05,0
261,Prymno,50.011,9.54,0.19,2461200.5,.09041301276770289,2.331869417150785,3.633716707239186,96.57852782254859,66.34988133744926,311.8939220012064,MBA,2026-06-05,0
263,Dresda,23.952,10.24,,2461200.5,.08066157191152586,2.884559548499012,1.322600720240203,216.0968475308815,161.0718780990953,183.4410528070395,MBA,2026-06-05,0
264,Libussa,62.969,8.28,,2461200.5,.1349764991769135,2.799142971026694,10.42436638318494,49.48387009904386,340.0119805065333,294.0331426433081,MBA,2026-06-05,0
265,Anna,22.767,11.88,,2461200.5,.2654862070223471,2.421335252490343,25.65383938002238,335.4258240610255,251.53997386,307.4963569731414,MBA,2026-06-05,0
266,Aline,109.494,8.72,,2461200.5,.1553627007692042,2.806616350573594,13.39215300521453,235.7577009913066,152.2582759372741,86.29457626115877,MBA,2026-06-05,0
267,Tirza,55.998,10.23,,2461200.5,.1026903249796091,2.773332291985937,6.009384670440149,73.58791433537806,196.5725147488272,15.43699336964874,MBA,2026-06-05,0
268,Adorea,144.585,8.60,,2461200.5,.1373385580213375,3.090575318697251,2.440907731649853,120.8512231339453,67.95326590471259,236.4058634084311,MBA,2026-06-05,0
269,Justitia,50.728,9.70,,2461200.5,.2167112959670646,2.613510842745542,5.47784408471086,156.5003229365914,120.1473237701428,337.7076411929194,MBA,2026-06-05,0
270,Anahita,51.400,8.88,,2461200.5,.1510197639397561,2.197913233677476,2.367341673296778,254.2742299575737,80.81197493455302,227.495618281083,MBA,2026-06-05,0
271,Penthesilea,65.901,9.87,,2461200.5,.1034481249449482,3.004208921750481,3.531747557042988,335.1820537793894,55.92180628002219,207.8691930484846,MBA,2026-06-05,0
272,Antonia,26.870,10.85,,2461200.5,.03022803974587472,2.7782241414142,4.431013375988229,37.28105790796094,68.64132499073493,349.7771559875037,MBA,2026-06-05,0
273,Atropos,29.768,10.51,,2461200.5,.1615637916137127,2.395046945130296,20.44369153059963,158.8086751893053,121.3931520742108,4.799567305539113,MBA,2026-06-05,0
274,Philagoria,27.307,9.99,,2461200.5,.1151470710638932,3.047566752320986,3.688782500358279,92.45105453508604,124.5606070707519,347.2567248539814,MBA,2026-06-05,0
275,Sapientia,103,9.03,,2461200.5,.1615989403927157,2.772341333101537,4.767289449523159,133.9654327934064,38.84447637576811,351.4913854500297,MBA,2026-06-05,0
276,Adelheid,114.723,8.56,,2461200.5,.06124739669683801,3.117779936459837,21.65972951511705,210.9761266336967,266.7917597994464,127.7842177986138,MBA,2026-06-05,0
277,Elvira,30.422,9.86,,2461200.5,.09143040020643799,2.885381686448785,1.166190784088577,230.99329842,135.2979086728076,273.0172189311705,MBA,2026-06-05,0
278,Paulina,32.773,9.38,,2461200.5,.1350409794303457,2.754268103148264,7.833968706675611,61.68226691222715,142.0234395025887,97.97627565114244,MBA,2026-06-05,0
279,Thule,126.59,8.58,,2461200.5,.04387596035811547,4.269638832272351,2.334603979566649,71.88838189239925,29.39614150288576,116.4622238151535,OMB,2026-06-05,0
280,Philia,45.69,10.97,,2461200.5,.1118272929738077,2.942335619301702,7.439443865767556,9.743486344194073,88.54198333723261,37.48703972949371,MBA,2026-06-05,0
282,Clorinde,39.03,11.11,,2461200.5,.08090145809851546,2.339305441390097,9.036491865035213,144.8208158986529,296.2427229566517,188.8889248037043,MBA,2026-06-05,0
283,Emma,132.385,8.77,,2461200.5,.1440187132780392,3.049394884889468,7.988794026037584,303.8555888221132,56.0978822713501,71.18083377742711,MBA,2026-06-05,0
284,Amalia,52.95,10.30,0.11,2461200.5,.2224549568323176,2.358726496923246,8.043789751268651,233.564001987084,58.68847194780247,258.6845912340901,MBA,2026-06-05,0
